date,time,location,operator,flight no,route,AC type,registration,cn/ln,aboard,passengers_on_aboard,crew_on_aboard,fatality,passengers_fatality,crew_fatality,ground_fatality,summary
"January 22, 1971",2136,"Surgut, USSR",Aeroflot,?,	Omsk - 	Surgut,Antonov AN-12B,CCCP 11000,5343610,14.0,12.0,2.0,14.0,12.0,2.0,0,Crashed 15 km short of the runway. Icing. The engine bleed valves were not open causing  the anti-icing system to become ineffective.
"January 23, 1971",?,"Near Sokcho, South Korea",Korean Airlines,?,Kangnung - Seoul,Fokker F-27 Friendship 500,HL-5212,10428,60.0,55.0,5.0,2.0,1.0,1.0,0,Crash landed on a beach after a hijacker detonated grenades he was carrying. The hijacker and the co-pilot were killed by the grenade explosions.
"January 25, 1971",1145,"Merida, Venezuela",Linea Aeropostal Venezolana,?,Mérida - Caracas,Vickers Viscount 749,YV-C-AMV,94,47.0,43.0,4.0,13.0,12.0,1.0,0,Crash landed onto Cruces de Daji mountain in the Andes eight minutes after taking off off from Merida.
"January 31, 1971",0441,"Voroshilovgrad, Russia",Aeroflot,?,Tyumen - Surgut,Antonov AN-10,CCCP-12996,00347403,7.0,6.0,1.0,7.0,6.0,1.0,0,Aileron oscillations coincided with flap extension. The crew misunderstood aileron oscillations for asymmetrical flap extension and retracted the flaps. The airspeed dropped to 172 knots and the aileron suddenly deflected causing a left roll. The aircraft undershot the runway and crashed. The hinge moment reversal on the ailerons caused by icing.
"February 17, 1971",?,"Mt. Cunatineuta, Ecuador",TAM (Transportes Aereos Militares),?,La Paz - San Borja,Curtiss C-46,TAM-60,26683,12.0,8.0,4.0,12.0,8.0,4.0,0,Cashed into a mountain 15 minutes after taking off in poor weather conditions. Controlled flight into terrain.
"March 26, 1971",2039,"Gauhati, India",Jamair,?,Guwahati - Bagdogra - Calcutta,Douglas DC-3,VT-ATT,20363,15.0,11.0,4.0,15.0,11.0,4.0,0,Hit  a mountain after deviating from the prescribed course. Wreckage found 6 days later. Controlled flight into terrain.
"March 31, 1971",0633,"Ontario, California",Western Airlines,366,Los Angeles - Ontairo,Boeing B-720-047B,N3166,19439,5.0,0.0,5.0,5.0,0.0,5.0,0,"The aircraft, during a training flight suddenly rolled to the left and  crashed after a missed, 3 engine, ILS approach. Failure of the aircraft rudder hydraulic actuator support fitting which led to the loss of left rudder control. Stress corrosion cracks."
"March 31, 1971",1259,"Vorochilovgrad, Ukraine",Aeroflot,1969,Kuibyshev - Lugansk,Antonov An-10,CCCP-11145,8400701,65.0,57.0,8.0,65.0,57.0,8.0,0,"Crashed on approach resulting from structural failure of the right outer wing. A portion of 13 m2 detached from the upper surface of the right wing during the approach, causing the aircraft to be uncontrollable."
"April 15, 1971",0700,"Near San Jose, Philippines",Military - Philippine Air Force,?,Manila - Nichols AFB,Douglas C-47A,293246,13136,40.0,36.0,4.0,39.0,35.0,4.0,0,"Crashed into a rice field moments after taking off from Basa Air Base near Floridablanca. Climbed to 200 ft. banked to the left, stalled and crashed to the ground. Failure of the right engine. A young boy was the only survivor."
"April 22, 1971",1701,"Manchester, New Hampshire",New England Aviaiton,?,"Manchester, NH - Boston, MS",Beechcraft C35,N144H,?,4.0,3.0,1.0,4.0,3.0,1.0,0,The aircraft experienced engine failure during takeoff and crashed. Fuel starvation. Fuel selector positioned between tanks. Pilots unfamilarity with aircraft. Had only 1 hour in type aircraft.
"May 11, 1971",?,"Guatemala City, Guatemala",Aviateca,?,Guatemala City - Tikal,Curtiss C-46A-55-CK,TG-ACA-A,121,35.0,32.0,3.0,5.0,2.0,3.0,0,"Shortly after takeoff from Guatemala City-La Aurora Airport, while climbing, the crew declared an emergency after an engine failed. The captain elected to return but the airplane lost height and crashed in a hilly terrain located 24 km south of the capital city."
"May 23, 1971",2000,"Near Rijeka, Yugoslavia",Aviogenex (Yugoslavia),130,London - Rijeka,Tupolev TU-134A,YU-AHZ,1351205,83.0,76.0,7.0,78.0,75.0,3.0,0,"The aircraft crashed on landing at Rijeka Airport during a heavy rain storm. After a too rapid descent, the aircraft landed extremely hard on the runway causing the left wing to separate. The aircraft turned over and slid 2,300 ft. and burst into flames. Improper handling of the flight and engine controls. Optical illusion due to the intense rain which caused a refraction of light."
"May 25, 1971",0426,"Santiago, Chile",	Aerolineas Flecha Austral - ALFA,?,Santiago - Arica,	Curtiss C-46,	CC-CAZ,50,4.0,2.0,2.0,4.0,2.0,2.0,0,The cargo plane lost an engine while taking off and crashed 2 km from the airport..
"May 28, 1971",1108,"Roanoke, Virginia",Private,?,"Atlanta, GA - Martinsville, VA",Aero Commander 680E,N601JJ,491-161,6.0,5.0,1.0,6.0,5.0,1.0,0,"The flight crashed into the side of a mountain during a thunderstorm. Continued VFR flight into adverse weather conditions.  Entered instrument weather at too low an altitude to clear mountain.  World War II hero and western movie star Audie Murphy, 46, killed."
"June 06, 1971",1711,"Near Duarte, California",Hughes Airwest  / Military - US Marine Air Corps,706,Los Angeles - Salt Lake City,McDonnell Douglas DC-9-31 / F4-B,N9345/151458,47441/503 / ?,51.0,44.0,7.0,50.0,44.0,6.0,0,"The DC-9 was climbing to FL 330 under radar control of the LA ARTCC and the F4-B was en route to El Toro under VFR. Visibility was good with no clouds. The collision took place at 15,150 feet. Both planes crashed into the San Gabriel Mountains. One of two killed on the F4 when the forward canopy did not jettison. The other crew member parachuted to safety unhurt. All forty-nine killed aboard the DC-9. Failure of both crews to see and avoid each other and failure of the F4 crew to request radar advisory service and particularly considering the fact that they had  an inoperable transponder.  Allegations also surfaced that the F-4B was performing an aerobatics maneuver shortly before the collision."
"June 07, 1971",0849,"New Haven, Connecticut",Allegheny Airlines,485,"Washington D.C. - Newport News, VA - Philadelphia",Convair CV-580,N5832,384,31.0,28.0,3.0,28.0,26.0,2.0,0,"The aircraft crashed into a row of beach houses, 4,980 feet short of the runway. Captain's intentional descent below minima under adverse weather conditions while trying to locate the runway despite advisories from 1st. officer."
"June 13, 1971",1330,North Pacific Ocean,Military - U.S. Air Force,?,Hickam AFB - Pango Pango,Boeing - EC-135N,61-0331,18238,24.0,20.0,4.0,24.0,20.0,4.0,0,Disappeared while en route. Met with an undisclosed catastrophic event and plunged into the sea. Believed to  have struck the surface at high speed.
"June 17, 1971",1430,"Near Arica, Chile",SAVCO,?,Santa Cruz - Arica,Douglas DC-6,CP-926,43043/83,6.0,4.0,2.0,6.0,4.0,2.0,0,"The aircraft struck Putre Mountain at an altitude of 18,000 feet.  Improper flight planning for IMC weather."
"June 28, 1971",1800,"Garberville, California",Shelter Cove Sea Park,?,"Shelter Cove, CA - San Jose, CA",Douglas DC-3,N90627,4642,24.0,21.0,3.0,17.0,15.0,2.0,0,"The aircraft was unable to gain height on takeoff. It struck a transformer and a building, became airborne and went off a cliff into the ocean. Failure of the pilot to remove the rudder and elavator gust locks."
"July 03, 1971",1810,"Hokkaido, Japan",Toa Domestic Airline (Japan),63,Sapporo - Hakodate,NAMC YS-11A-227,JA8764,2134,68.0,64.0,4.0,68.0,64.0,4.0,0,The aircraft crashed into Yokotsu Mountain while on approach. Navigational error after strong winds caused flight to drift.
"July 24, 1971",?,"Near Bamako, Mali",Air Ivoire,?,Bamako - Abidjan,Douglas DC-3,6V-AAP,20505,6.0,4.0,2.0,6.0,4.0,2.0,0,Crashed into high terrain during a right turn on takeoff at night.
"July 25, 1971",1321,"Manila, Philippines",Pan American World Airways,?,San Francisco - Honolulu - Guam - Manila - Siagon,Boeing 707-321CF,N461PA,?,4.0,0.0,4.0,4.0,0.0,4.0,0,"While on a VOR/DME approach to Manila runway 24, the cargo aircraft struck Mount Kamunay at an altitude of 2,525 feet, 20 miles east/northeast of the Manila VOR. The probable cause was improper crew coordination, which caused a premature descent."
"July 25, 1971",0835,"Near Irkutsk, Russia",Aeroflot,1912,Novosibirsk - Irkutsk,Tupolev TU-104B,CCCP-42405,820202,126.0,118.0,8.0,97.0,93.0,4.0,0,"While landing at Irkutsk Airport the aircraft landed short of the runway after an excessive rate of sink. The left wing separated and the plane burst into flames. Procedural errors by the crew. The aircraft' speed was 32 km/h lower than the prescribed speed when the vertical speed was too high, which prevented the pilots to complete a correct touchdown and avoid the violent impact with the runway surface."
"July 30, 1971",1500,"Near Pau, France",Military - French Air Force,?,Exercises,Nord 2501 Noratlas,49,?,39.0,36.0,3.0,37.0,34.0,3.0,0,"The plane, carrying parachute trainees, crashed in the flatlands of the Pyrenees during a final approach and after experiencing an engine fire. Two escaped by parachuting out of the plane before it crashed."
"July 30, 1971",1400,"Near Morioko, Japan",All Nippon Airways /  Japanese Air Force,58,Sapporo - Tokyo,Boeing B-727-281 / Air Force F86F,JA8329 / ?,20436/788,164.0,155.0,9.0,163.0,155.0,8.0,0,"A Japan Air Self Defense Force F-86F fighter collided with the B-727. Both aircraft crashed, but the fighter pilot ejected safely. All one hundred sixty-two aboard the 727 were killed. The fighter pilot and his captain was indicted for involuntary homicide. The fighter pilot was acquitted but the captain was convicted and received 3 years in jail for not providing sufficient supervision of his wingman."
"July 30, 1971",1429,"San Francisco, California",Pan American World Airways,845,San Francisco - Los Angeles,Boeing B-747-121,N747PA,19639/2,218.0,197.0,21.0,0.0,0.0,0.0,0,"The aircraft struck approach lights at the departure end of runway during takeoff. Miscalculation of available runway length and takeoff reference speed by crew. Erroneous information from the dispatcher. The aircraft was named ""Clipper America."""
"August 18, 1971",0940,"Near Pegnitz, West Germany",Military - U.S. Army,?,Ludwigsburg - Grafenwohr,Boeing Vertol CH-47A (helicopter),66-19023,?,37.0,32.0,5.0,37.0,32.0,5.0,0,"The helicopter, carrying American troops to an exercise, crashed into a hayfield and exploded in flames. Fatigue failure of the rotor blade led to its failure and structural failure of the aircraft."
"August 19, 1971",2040,"Augusta, Maine",Downeast Airlines,?,"Boston, MA - Rockville, ME diverted to  Augusta ME",Piper PA-31,N595DE,31-422,8.0,7.0,1.0,3.0,2.0,1.0,0,"Crashed in dense fog while making an approach to Agusta State Airport. Discontinue VOR approach, attempted to maintain visual flight in IFR conditions at an altitude below obstructing terrain."
"August 28, 1971",1852,"Off Copenhagen, Denmark",Malev Hungarian Airlines,?,"Oslo, Norway - East Berlin, German",Ilyushin IL-18D,HA-MOC,181992903,34.0,25.0,9.0,32.0,23.0,9.0,0,Disappeard from radar while eight miles short of the runway and crashed into the sea while on approach. Crew error. Crew flew below prescribed minimum altitiude.
"September 04, 1971",1115,"Near Juneau, Alaska",Alaska Airlines,1866,Anchorage - Seattle,Boeing B-727-193,N2969G,19304/287,111.0,104.0,7.0,111.0,104.0,7.0,0,The aircraft crashed into the slopes of Chikat Mountain in rain and fog while attempting a non-precision instrument landing at Juneau Municipal Airport. Display of misleading navigation information which resulted in the premature descent below obstacle clearance altitude. The crew didn't use all available navaids to check the position of the aircraft.
"September 06, 1971",1821,"Near Hasloh, Germany",Pan International,112,"Hamburg, Germany - Malaga, Spain",BAC One-Eleven 515FB,D-ALAR,207,121.0,115.0,6.0,22.0,21.0,1.0,0,The aircraft collided with a bridge shearing off both wings after a double engine failure during takeoff.  A forced landing was attempted on a roadway. The water-injection system to cool the engines during takeoff was inadvertently filled with kerosene instead of water.
"September 16, 1971",?,"Presevo, Russia",Yemen Airlines,?,Belgrade - Athens - Cairo - Jeddah - Aden,Douglas DC-3,4W-ABI,9334,5.0,3.0,2.0,5.0,3.0,2.0,0,The cargo plane crashed while taking off. Icing.
"September 16, 1971",1143,"Kiev, Ukraine, USSR",Malev Hungarian Airlines,?,Budapest - Kiev,Tupolev TU-134A,HA-LBD,9350801,49.0,41.0,8.0,49.0,41.0,8.0,0,"While on approach to Kiev,   generator failed forcing the crew to switch to batteries. After two aborted attempts to land in fog, the plane crashed and broke up."
"September 17, 1971",0730,"Rila mountain, Bulgaria",Balkan Bulgarian Airlines,?,Kardjali - Sofia,Antonov An-14,LZ-7005,601609,9.0,7.0,2.0,9.0,6.0,2.0,0,"Crashed on Sveti Duh peak in the Rila mountains while en route. While giving directions to the aircraft, the ATC confused the aircraft with another Turkish aircraft which was flying almost the same route, but at 9000 m altitude."
"September 28, 1971",1200,"Sena Madureira, Brazil",Cruzeiro,?,Cruzerio do Sul - Rio Branco,Douglas DC-3,PP-CBV,4977,32.0,28.0,4.0,32.0,28.0,4.0,0,The aircraft tried to return to the airport after an engine fire during takeoff  but the right wing struck trees and it crashed in the Amazon jungle.
"October 02, 1971",1110,"Near Aarsele, West Vlaanderen, Belgium",British European Airways,706,London - Salzburg,Vickers Vanguard 951,G-APEC,706,63.0,55.0,8.0,63.0,55.0,8.0,0,"While en route a distress message was received from the aircraft after which it crashed and burst into flames.  The elevators and tailplane were destroyed when the rear pressure bulkhead ruptured at 19,000 feet. The airplane rapidly nosed down and crashed. The bulkhead was weakened by corrosion from a suspected leak in the lavatory."
"October 10, 1971",2017,"Moscow, Russia",Aeroflot,773,	Moscow - Simferopol,Tupolev TU-104B,CCCP-42490,021603,25.0,18.0,7.0,25.0,18.0,7.0,0,"The airplane was climbing through an altitude of 1,200 m after takeoff when an explosion occurred. A TNT explosive device had been placed between the cabin wall and a passenger seat in the rear of the cabin 
The blast destroyed the flight controls. The airplane rolled to the right and descended until it collided with the ground."
"October 16, 1971",0945,"Colorado City, Arizona",Scenic Air Lines,?,Las Vegas - Grand Canyon,Cessna 402,N3250Q,?,10.0,9.0,1.0,10.0,9.0,1.0,0,The sightseeing plane crashed in rain/snow.  Continued VFR flight into adverse weather conditions. Pilot transmitted he was turning around do to weather conditions.
"October 17, 1971",?,"San Vicente del Caguan, Colombia",Aerolineas TAO,?,San Vicente del Caguán  - Neiva,Douglas C-47A,HK- 595,19348,21.0,17.0,4.0,19.0,15.0,4.0,0,"The aircraft crashed and burned short of the runway. A girl, 6, and a boy 3, were the only survivors."
"October 21, 1971",1120,"Peoria, Illinois",Chicago and Southern Airlines,?,"Chicago, IL - Peoria, IL",Beech E18S,N51CS,BA-211,16.0,14.0,2.0,16.0,14.0,2.0,0,Collided with wires/poles while attempting to land. Improper IFR operation. Descended below MDA.
